IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.27,7,pendidikan,tidak,577233,karyawan swasta,3,menumpang,perkotaan,tidak,4,tidak,69,tidak,tidak,64,20,tidak,perempuan,52,tidak layak,0
3.42,4,ekonomi,tidak,4813268,pegawai negeri,4,milik sendiri,pedesaan,tidak,4,tidak,82,ada,tidak,62,9,tidak,laki-laki,27,tidak layak,0
3.44,2,teknik informatika,tidak,1261751,pedagang,3,menumpang,perkotaan,ya,5,ya,79,tidak,ya,100,11,tidak,laki-laki,43,layak,3269900
2.82,7,teknik informatika,tidak,5080322,buruh,4,milik sendiri,perkotaan,ya,4,tidak,95,tidak,tidak,84,16,tidak,perempuan,22,tidak layak,0
3.62,6,kedokteran,tidak,5498189,karyawan swasta,2,menumpang,3t,ya,3,tidak,67,ada,tidak,73,14,tidak,perempuan,10,layak,5055316
3.41,7,hukum,tidak,3566409,wirausaha,1,menumpang,3t,tidak,2,ya,81,tidak,ya,92,19,tidak,laki-laki,12,tidak layak,0
2.82,2,manajemen,tidak,9014611,karyawan swasta,1,menumpang,perkotaan,ya,2,tidak,95,tidak,tidak,53,5,tidak,laki-laki,51,tidak layak,0
3.77,6,kedokteran,tidak,4997120,wirausaha,1,menumpang,3t,ya,0,tidak,61,tidak,tidak,100,18,tidak,laki-laki,1,tidak layak,0
3.34,3,ekonomi,tidak,1351844,petani,3,milik sendiri,pedesaan,tidak,1,tidak,72,tidak,tidak,90,19,tidak,perempuan,36,tidak layak,0
2.57,1,pertanian,ya,7931337,wirausaha,2,milik sendiri,pedesaan,ya,2,tidak,87,tidak,ya,64,2,ya,perempuan,36,tidak layak,0
3.47,4,sastra,tidak,704762,pedagang,6,menumpang,3t,ya,1,tidak,63,tidak,ya,82,19,tidak,perempuan,8,tidak layak,0
3.08,2,sastra,tidak,2073623,pedagang,6,kontrak,perkotaan,tidak,1,tidak,72,tidak,ya,73,18,tidak,laki-laki,46,tidak layak,0
3.66,7,manajemen,ya,7337673,karyawan swasta,5,menumpang,3t,ya,4,tidak,85,ada,ya,84,12,tidak,perempuan,33,layak,2369843
2.88,4,pertanian,tidak,2602292,wirausaha,2,menumpang,3t,tidak,2,tidak,73,ada,ya,50,12,tidak,perempuan,97,tidak layak,0
2.79,3,pendidikan,tidak,4156866,pedagang,6,kontrak,perkotaan,ya,1,tidak,70,tidak,ya,75,5,tidak,perempuan,68,tidak layak,0
3.1,5,hukum,tidak,3633483,wirausaha,5,menumpang,perkotaan,ya,1,ya,56,ada,ya,97,1,tidak,perempuan,86,tidak layak,0
3.33,1,pendidikan,tidak,9576706,buruh,4,menumpang,pedesaan,ya,0,ya,75,tidak,ya,100,4,tidak,laki-laki,36,tidak layak,0
3.77,6,pertanian,tidak,9938405,buruh,5,kontrak,pedesaan,ya,1,ya,87,tidak,tidak,60,12,ya,laki-laki,53,tidak layak,0
3.73,3,teknik informatika,tidak,2873393,karyawan swasta,3,kontrak,pedesaan,ya,3,tidak,51,ada,ya,78,3,tidak,perempuan,20,layak,3892887
3.45,1,hukum,ya,3322741,petani,6,menumpang,perkotaan,ya,2,tidak,83,ada,tidak,96,0,tidak,laki-laki,55,layak,2892682
3.59,2,ekonomi,tidak,6731534,pegawai negeri,5,menumpang,3t,ya,2,tidak,79,tidak,ya,95,3,tidak,laki-laki,90,layak,2422315
3.33,6,kedokteran,tidak,4122993,petani,5,kontrak,perkotaan,ya,4,tidak,61,tidak,tidak,69,1,tidak,laki-laki,21,tidak layak,0
2.87,8,hukum,ya,3480174,buruh,2,menumpang,pedesaan,ya,1,ya,59,ada,tidak,55,8,tidak,perempuan,83,tidak layak,0
3.81,4,hukum,tidak,9306371,wirausaha,1,milik sendiri,pedesaan,tidak,2,tidak,95,ada,ya,93,4,tidak,laki-laki,16,layak,2302960
2.61,4,teknik informatika,tidak,3004296,pedagang,2,milik sendiri,perkotaan,ya,1,tidak,56,ada,tidak,95,6,ya,laki-laki,64,tidak layak,0
3.98,4,hukum,tidak,884496,wirausaha,2,menumpang,3t,tidak,5,tidak,54,tidak,tidak,74,19,ya,laki-laki,74,tidak layak,0
3.0,4,manajemen,tidak,989418,pegawai negeri,2,menumpang,pedesaan,ya,4,ya,60,ada,ya,62,3,tidak,laki-laki,64,layak,2468730
3.99,6,ekonomi,tidak,6683652,tidak bekerja,4,kontrak,pedesaan,tidak,0,ya,94,tidak,ya,55,18,tidak,perempuan,46,tidak layak,0
3.2,6,teknik informatika,tidak,5314049,tidak bekerja,3,kontrak,perkotaan,ya,3,ya,62,tidak,ya,95,7,tidak,perempuan,1,tidak layak,0
3.69,5,ekonomi,ya,3683858,pedagang,2,kontrak,3t,tidak,0,ya,59,tidak,ya,100,13,tidak,perempuan,83,tidak layak,0
3.87,6,sastra,tidak,2201408,wirausaha,5,menumpang,perkotaan,tidak,4,tidak,88,ada,tidak,59,20,tidak,perempuan,91,layak,2709973
3.58,7,sastra,tidak,9890302,pegawai negeri,2,milik sendiri,perkotaan,tidak,2,tidak,61,tidak,ya,73,17,tidak,laki-laki,33,tidak layak,0
3.39,4,teknik informatika,tidak,4541390,petani,1,menumpang,perkotaan,tidak,4,tidak,51,tidak,tidak,73,14,tidak,perempuan,88,tidak layak,0
3.41,5,pertanian,tidak,8108994,karyawan swasta,5,menumpang,perkotaan,tidak,2,tidak,90,tidak,ya,73,7,tidak,perempuan,34,tidak layak,0
3.73,7,ekonomi,tidak,8935412,karyawan swasta,1,kontrak,pedesaan,ya,0,ya,68,tidak,ya,84,0,tidak,perempuan,65,tidak layak,0
3.3,2,pendidikan,ya,7195802,buruh,2,kontrak,perkotaan,ya,3,ya,78,ada,ya,65,0,tidak,perempuan,17,tidak layak,0
2.74,4,pendidikan,tidak,2490842,pegawai negeri,2,kontrak,3t,tidak,0,tidak,66,ada,ya,100,5,tidak,laki-laki,38,tidak layak,0
3.01,6,sastra,tidak,1436781,karyawan swasta,5,kontrak,pedesaan,tidak,1,ya,93,ada,ya,84,20,tidak,laki-laki,63,tidak layak,0
3.57,8,sastra,tidak,8855981,petani,1,kontrak,3t,tidak,5,tidak,93,ada,tidak,100,10,tidak,laki-laki,28,layak,5730494
3.3,8,pertanian,ya,7713778,karyawan swasta,6,kontrak,pedesaan,ya,0,ya,53,ada,tidak,59,14,tidak,laki-laki,3,tidak layak,0
2.84,6,pendidikan,tidak,1265549,petani,1,milik sendiri,pedesaan,tidak,5,ya,69,ada,tidak,79,6,tidak,laki-laki,77,layak,4526010
3.6,4,manajemen,tidak,4151002,tidak bekerja,4,menumpang,perkotaan,tidak,3,tidak,52,ada,ya,62,12,tidak,perempuan,90,layak,3293311
2.99,7,hukum,tidak,949444,buruh,6,milik sendiri,pedesaan,tidak,3,tidak,72,ada,tidak,89,11,tidak,laki-laki,30,tidak layak,0
3.12,3,hukum,ya,7927171,pedagang,6,menumpang,3t,ya,4,ya,68,tidak,tidak,94,7,tidak,laki-laki,16,tidak layak,0
2.94,4,ekonomi,tidak,9010677,pegawai negeri,1,kontrak,pedesaan,tidak,4,tidak,52,ada,tidak,88,15,tidak,laki-laki,97,tidak layak,0
3.1,7,sastra,tidak,4833062,tidak bekerja,4,kontrak,pedesaan,ya,2,ya,63,ada,ya,59,5,tidak,laki-laki,81,layak,2890287
3.1,5,sastra,tidak,6306697,buruh,6,menumpang,pedesaan,tidak,5,tidak,90,ada,ya,96,11,tidak,perempuan,23,tidak layak,0
2.95,6,kedokteran,tidak,1327266,karyawan swasta,2,menumpang,perkotaan,ya,1,ya,91,ada,ya,67,12,tidak,perempuan,35,tidak layak,0
3.62,2,kedokteran,ya,5789106,pedagang,5,kontrak,perkotaan,tidak,2,ya,92,ada,ya,99,12,tidak,laki-laki,65,layak,4406052
3.05,7,kedokteran,tidak,8444457,wirausaha,3,kontrak,3t,tidak,3,ya,70,tidak,ya,61,20,tidak,perempuan,11,tidak layak,0
2.97,7,sastra,ya,9999703,tidak bekerja,6,kontrak,pedesaan,ya,4,tidak,55,tidak,ya,87,10,tidak,perempuan,45,tidak layak,0
3.44,3,teknik informatika,tidak,508857,tidak bekerja,2,milik sendiri,pedesaan,ya,1,tidak,54,tidak,ya,58,2,tidak,laki-laki,25,tidak layak,0
2.98,4,ekonomi,tidak,7270171,karyawan swasta,5,menumpang,perkotaan,ya,4,tidak,80,ada,ya,60,13,tidak,perempuan,29,tidak layak,0
3.19,2,hukum,ya,7033105,wirausaha,1,kontrak,perkotaan,tidak,4,tidak,80,tidak,tidak,65,20,tidak,perempuan,25,tidak layak,0
2.86,2,manajemen,tidak,6912776,pegawai negeri,3,milik sendiri,3t,ya,5,tidak,90,tidak,ya,64,3,tidak,laki-laki,15,tidak layak,0
3.27,2,pendidikan,tidak,6357017,karyawan swasta,4,kontrak,perkotaan,ya,3,tidak,68,tidak,ya,95,1,ya,perempuan,71,tidak layak,0
4.0,8,ekonomi,tidak,9639481,wirausaha,4,kontrak,pedesaan,ya,4,tidak,69,ada,tidak,62,12,tidak,perempuan,88,layak,2283322
2.86,5,pendidikan,ya,7323395,pedagang,3,kontrak,perkotaan,ya,0,tidak,74,tidak,tidak,89,5,tidak,perempuan,10,tidak layak,0
3.19,2,pendidikan,ya,6877974,pedagang,3,milik sendiri,3t,ya,3,tidak,61,tidak,tidak,57,5,tidak,perempuan,52,tidak layak,0
2.73,4,ekonomi,tidak,1814715,tidak bekerja,3,menumpang,pedesaan,ya,4,tidak,98,tidak,tidak,72,9,tidak,perempuan,31,layak,4504310
2.27,6,sastra,tidak,5401629,wirausaha,2,kontrak,perkotaan,tidak,2,tidak,75,ada,ya,95,8,tidak,perempuan,36,tidak layak,0
3.69,4,sastra,tidak,4925734,petani,5,menumpang,perkotaan,tidak,1,ya,53,tidak,tidak,58,19,tidak,laki-laki,73,tidak layak,0
3.25,5,manajemen,tidak,2238309,petani,5,kontrak,3t,tidak,0,tidak,98,ada,tidak,70,9,tidak,perempuan,24,tidak layak,0
3.88,5,ekonomi,tidak,8429208,tidak bekerja,5,milik sendiri,perkotaan,ya,1,ya,69,tidak,tidak,69,12,tidak,laki-laki,92,tidak layak,0
3.17,4,teknik informatika,tidak,2872887,wirausaha,3,milik sendiri,3t,ya,5,tidak,71,tidak,tidak,83,19,tidak,perempuan,74,layak,4830163
3.09,8,teknik informatika,tidak,7718298,tidak bekerja,1,menumpang,perkotaan,tidak,2,tidak,85,tidak,ya,66,10,tidak,laki-laki,10,tidak layak,0
3.62,2,kedokteran,tidak,9739717,pegawai negeri,1,milik sendiri,pedesaan,ya,3,ya,92,ada,ya,65,6,tidak,perempuan,23,layak,4224014
3.08,3,sastra,tidak,1340925,pedagang,6,milik sendiri,perkotaan,tidak,3,tidak,54,tidak,tidak,62,1,tidak,perempuan,7,tidak layak,0
4.0,3,kedokteran,tidak,6650740,petani,2,milik sendiri,perkotaan,tidak,2,tidak,71,ada,tidak,98,10,tidak,laki-laki,25,tidak layak,0
3.14,4,hukum,tidak,3072249,buruh,2,milik sendiri,3t,ya,3,tidak,56,ada,ya,50,7,ya,laki-laki,32,tidak layak,0
2.84,7,pertanian,tidak,2561177,wirausaha,4,kontrak,pedesaan,tidak,3,tidak,59,tidak,tidak,98,10,tidak,laki-laki,22,tidak layak,0
3.36,5,pendidikan,tidak,1812681,pedagang,2,menumpang,pedesaan,tidak,3,ya,51,ada,tidak,95,4,ya,perempuan,58,tidak layak,0
2.96,2,teknik informatika,ya,3235428,pedagang,6,milik sendiri,pedesaan,tidak,0,tidak,96,tidak,tidak,92,17,tidak,laki-laki,60,tidak layak,0
2.98,8,pendidikan,tidak,7444424,petani,5,menumpang,perkotaan,ya,2,ya,73,ada,tidak,59,15,tidak,perempuan,64,tidak layak,0
3.69,2,hukum,ya,1172820,tidak bekerja,5,menumpang,pedesaan,ya,4,ya,66,ada,ya,81,7,tidak,perempuan,73,layak,2640127
2.99,3,manajemen,ya,1942046,petani,1,menumpang,pedesaan,ya,1,tidak,94,tidak,ya,92,2,tidak,laki-laki,62,tidak layak,0
3.67,5,teknik informatika,tidak,4283854,buruh,2,kontrak,3t,tidak,4,ya,72,ada,tidak,97,3,tidak,laki-laki,22,tidak layak,0
3.28,3,pertanian,tidak,4770257,pedagang,2,menumpang,pedesaan,ya,2,tidak,59,ada,ya,74,5,tidak,perempuan,87,layak,4186684
3.36,7,kedokteran,tidak,525295,wirausaha,5,milik sendiri,pedesaan,ya,2,tidak,51,tidak,tidak,82,19,tidak,perempuan,1,tidak layak,0
3.08,5,pertanian,ya,3288542,petani,3,menumpang,perkotaan,tidak,5,ya,89,tidak,ya,100,14,tidak,laki-laki,50,tidak layak,0
3.41,7,kedokteran,ya,5810532,karyawan swasta,2,kontrak,3t,tidak,3,ya,60,ada,tidak,86,4,ya,laki-laki,51,tidak layak,0
3.69,6,manajemen,ya,2745147,petani,6,kontrak,pedesaan,tidak,1,tidak,57,ada,tidak,99,13,tidak,laki-laki,75,layak,4665447
3.19,6,ekonomi,tidak,4599743,karyawan swasta,6,menumpang,perkotaan,tidak,1,tidak,96,tidak,ya,52,13,tidak,perempuan,84,tidak layak,0
2.84,5,teknik informatika,tidak,9748018,pegawai negeri,1,milik sendiri,pedesaan,ya,5,tidak,52,ada,tidak,86,17,tidak,laki-laki,90,tidak layak,0
2.94,3,manajemen,tidak,1904386,pedagang,2,milik sendiri,perkotaan,ya,0,ya,68,ada,tidak,84,4,tidak,perempuan,68,tidak layak,0
2.91,8,ekonomi,tidak,641534,petani,5,milik sendiri,pedesaan,ya,4,ya,69,tidak,ya,93,0,ya,perempuan,22,tidak layak,0
3.0,5,hukum,ya,2864066,wirausaha,4,milik sendiri,3t,ya,0,ya,54,ada,tidak,60,19,tidak,laki-laki,14,tidak layak,0
2.35,1,teknik informatika,tidak,7747606,karyawan swasta,4,milik sendiri,perkotaan,tidak,5,ya,50,tidak,ya,97,5,tidak,laki-laki,69,tidak layak,0
3.0,1,teknik informatika,tidak,9458729,wirausaha,4,milik sendiri,perkotaan,tidak,1,tidak,61,ada,tidak,93,6,tidak,perempuan,52,tidak layak,0
3.18,2,pendidikan,tidak,9598804,tidak bekerja,4,milik sendiri,pedesaan,ya,3,tidak,99,ada,ya,54,6,tidak,laki-laki,25,tidak layak,0
3.03,4,hukum,ya,9569163,tidak bekerja,5,menumpang,perkotaan,ya,1,tidak,88,ada,tidak,70,0,tidak,perempuan,63,tidak layak,0
2.97,7,manajemen,tidak,7588238,tidak bekerja,6,menumpang,pedesaan,ya,0,tidak,84,ada,tidak,65,2,tidak,perempuan,77,tidak layak,0
3.33,8,ekonomi,ya,8941757,wirausaha,1,kontrak,perkotaan,ya,4,tidak,84,tidak,tidak,92,15,tidak,laki-laki,91,tidak layak,0
3.69,3,ekonomi,tidak,7198366,buruh,4,milik sendiri,perkotaan,ya,0,ya,78,ada,tidak,89,16,tidak,laki-laki,43,tidak layak,0
3.01,6,kedokteran,tidak,7800694,wirausaha,6,milik sendiri,perkotaan,tidak,1,tidak,88,ada,tidak,67,20,tidak,perempuan,54,tidak layak,0
2.91,5,manajemen,tidak,7149771,karyawan swasta,1,menumpang,3t,tidak,3,ya,93,tidak,tidak,85,11,tidak,perempuan,51,tidak layak,0
3.5,5,manajemen,tidak,3747083,tidak bekerja,5,menumpang,perkotaan,ya,3,ya,79,tidak,ya,75,18,tidak,laki-laki,48,layak,4457587
3.81,1,sastra,tidak,665697,tidak bekerja,5,milik sendiri,perkotaan,ya,3,tidak,70,ada,ya,52,5,tidak,perempuan,5,layak,5327824
3.26,7,sastra,tidak,1526875,petani,5,milik sendiri,pedesaan,tidak,2,tidak,99,ada,ya,85,17,tidak,laki-laki,85,layak,2345182
3.4,6,pertanian,tidak,9574076,buruh,2,menumpang,pedesaan,ya,5,tidak,85,tidak,tidak,65,0,tidak,perempuan,100,tidak layak,0
3.28,6,teknik informatika,ya,4071098,petani,6,kontrak,perkotaan,tidak,3,ya,99,tidak,ya,51,11,tidak,laki-laki,71,layak,4189923
3.33,4,pertanian,tidak,5435684,karyawan swasta,4,menumpang,3t,tidak,5,tidak,91,ada,tidak,60,13,tidak,laki-laki,3,tidak layak,0
3.41,2,kedokteran,tidak,2561504,petani,2,kontrak,perkotaan,ya,2,ya,88,ada,tidak,80,8,tidak,perempuan,71,layak,5362735
3.62,1,pendidikan,tidak,5447520,karyawan swasta,1,kontrak,pedesaan,ya,3,ya,68,tidak,tidak,88,7,tidak,perempuan,21,tidak layak,0
3.16,2,kedokteran,tidak,5743548,petani,4,milik sendiri,perkotaan,ya,5,ya,56,ada,ya,50,7,tidak,laki-laki,11,tidak layak,0
2.88,2,pertanian,tidak,2902268,wirausaha,4,kontrak,3t,tidak,4,tidak,96,ada,tidak,85,10,tidak,perempuan,70,layak,4723982
3.01,3,hukum,tidak,5621645,pedagang,6,kontrak,3t,tidak,0,tidak,82,tidak,tidak,73,19,tidak,laki-laki,7,tidak layak,0
2.74,6,teknik informatika,tidak,1291274,pegawai negeri,3,menumpang,3t,ya,2,ya,64,tidak,ya,72,4,tidak,perempuan,14,tidak layak,0
3.33,8,manajemen,tidak,5537866,wirausaha,5,kontrak,3t,ya,4,ya,71,ada,tidak,82,17,ya,laki-laki,15,tidak layak,0
2.74,4,ekonomi,ya,1651716,wirausaha,2,milik sendiri,perkotaan,ya,4,tidak,77,ada,tidak,82,17,tidak,laki-laki,45,layak,3460358
3.13,8,pertanian,ya,5285550,tidak bekerja,5,kontrak,3t,tidak,2,ya,78,tidak,tidak,70,6,tidak,laki-laki,61,tidak layak,0
2.55,1,manajemen,tidak,2301536,pegawai negeri,4,menumpang,pedesaan,ya,3,tidak,97,tidak,tidak,97,12,tidak,perempuan,75,layak,2547813
2.82,5,kedokteran,tidak,7144679,pedagang,5,menumpang,pedesaan,tidak,5,tidak,66,tidak,ya,89,18,tidak,laki-laki,88,tidak layak,0
2.76,5,sastra,ya,5446075,karyawan swasta,3,menumpang,perkotaan,tidak,2,tidak,92,tidak,tidak,78,5,tidak,perempuan,99,tidak layak,0
3.57,8,pendidikan,tidak,6347354,tidak bekerja,5,milik sendiri,perkotaan,tidak,4,ya,59,ada,tidak,97,18,tidak,laki-laki,17,tidak layak,0
2.87,5,kedokteran,tidak,8080838,petani,4,milik sendiri,perkotaan,tidak,4,ya,66,tidak,ya,100,8,tidak,laki-laki,54,tidak layak,0
2.45,8,hukum,tidak,7063559,buruh,1,milik sendiri,3t,ya,0,ya,82,tidak,tidak,84,3,tidak,laki-laki,78,tidak layak,0
2.44,8,manajemen,tidak,6146529,buruh,1,milik sendiri,perkotaan,tidak,5,tidak,60,ada,tidak,79,18,ya,perempuan,18,tidak layak,0
3.17,7,ekonomi,tidak,4207951,tidak bekerja,3,milik sendiri,perkotaan,tidak,5,tidak,98,ada,tidak,97,0,tidak,perempuan,24,tidak layak,0
3.25,3,ekonomi,ya,2539067,petani,5,milik sendiri,perkotaan,ya,1,tidak,84,ada,tidak,69,4,tidak,perempuan,44,layak,3017224
2.8,4,ekonomi,ya,1491043,wirausaha,5,kontrak,perkotaan,tidak,4,tidak,52,tidak,tidak,53,4,tidak,perempuan,26,tidak layak,0
3.49,7,manajemen,tidak,9407521,karyawan swasta,2,kontrak,perkotaan,ya,3,ya,94,tidak,tidak,86,7,tidak,laki-laki,79,tidak layak,0
3.32,1,teknik informatika,tidak,9636077,pegawai negeri,4,milik sendiri,pedesaan,tidak,3,tidak,55,tidak,tidak,74,7,tidak,laki-laki,45,tidak layak,0
3.39,6,manajemen,ya,5368367,pedagang,4,menumpang,perkotaan,tidak,4,tidak,80,tidak,ya,79,0,tidak,perempuan,98,tidak layak,0
3.4,7,ekonomi,ya,4683801,pegawai negeri,2,menumpang,3t,tidak,2,ya,95,tidak,ya,52,3,tidak,perempuan,41,tidak layak,0
3.81,4,pendidikan,tidak,5526673,karyawan swasta,3,milik sendiri,perkotaan,tidak,0,ya,85,ada,ya,81,6,ya,laki-laki,62,tidak layak,0
3.44,7,kedokteran,tidak,9041450,tidak bekerja,1,kontrak,perkotaan,tidak,3,ya,98,ada,tidak,100,6,tidak,perempuan,73,tidak layak,0
2.5,1,ekonomi,tidak,4864219,wirausaha,6,menumpang,perkotaan,tidak,0,tidak,61,tidak,tidak,98,8,tidak,perempuan,14,tidak layak,0
3.43,4,pendidikan,tidak,8111395,pedagang,4,milik sendiri,pedesaan,tidak,0,tidak,77,ada,ya,98,12,tidak,perempuan,99,tidak layak,0
3.03,1,kedokteran,tidak,3994099,buruh,5,menumpang,perkotaan,ya,1,tidak,78,tidak,ya,96,7,tidak,perempuan,97,tidak layak,0
3.96,8,pertanian,ya,4712237,petani,2,menumpang,3t,ya,0,tidak,72,ada,tidak,51,5,tidak,perempuan,17,tidak layak,0
2.45,6,sastra,tidak,1163022,pegawai negeri,1,menumpang,perkotaan,tidak,1,tidak,89,ada,tidak,78,14,tidak,perempuan,97,layak,4344603
3.61,2,teknik informatika,ya,8800492,wirausaha,5,menumpang,pedesaan,ya,1,ya,99,ada,ya,53,19,tidak,perempuan,12,tidak layak,0
3.66,3,hukum,tidak,9626572,karyawan swasta,1,menumpang,perkotaan,ya,1,tidak,66,tidak,ya,61,5,tidak,perempuan,38,tidak layak,0
2.99,3,hukum,tidak,4946209,tidak bekerja,6,menumpang,perkotaan,ya,0,ya,89,ada,ya,62,9,tidak,perempuan,12,tidak layak,0
3.17,7,kedokteran,ya,701313,pedagang,5,kontrak,pedesaan,tidak,0,tidak,59,ada,ya,88,10,tidak,laki-laki,50,tidak layak,0
2.86,7,hukum,ya,6546357,pedagang,4,menumpang,pedesaan,ya,3,tidak,70,ada,ya,56,15,tidak,perempuan,72,tidak layak,0
3.04,1,teknik informatika,tidak,4127030,buruh,4,milik sendiri,3t,tidak,5,tidak,60,ada,ya,63,17,tidak,laki-laki,95,tidak layak,0
3.66,8,manajemen,tidak,8815027,pedagang,2,milik sendiri,3t,tidak,2,tidak,95,tidak,tidak,100,3,tidak,laki-laki,72,tidak layak,0
3.28,3,manajemen,tidak,605506,karyawan swasta,3,kontrak,pedesaan,ya,1,tidak,98,tidak,tidak,100,4,tidak,laki-laki,11,tidak layak,0
3.38,7,teknik informatika,ya,3538080,pedagang,5,kontrak,perkotaan,ya,5,tidak,92,ada,tidak,69,14,tidak,perempuan,23,layak,5152670
3.38,1,kedokteran,tidak,7557608,wirausaha,6,kontrak,pedesaan,ya,1,tidak,55,tidak,tidak,96,17,ya,laki-laki,34,tidak layak,0
2.81,6,pendidikan,tidak,6384702,petani,4,milik sendiri,3t,ya,5,ya,84,ada,ya,77,17,tidak,perempuan,93,tidak layak,0
3.44,7,sastra,tidak,7679975,tidak bekerja,5,menumpang,pedesaan,ya,3,tidak,50,tidak,tidak,79,8,ya,laki-laki,56,tidak layak,0
3.26,2,manajemen,tidak,8732507,pegawai negeri,5,menumpang,3t,ya,0,ya,86,ada,tidak,88,20,tidak,laki-laki,100,tidak layak,0
2.33,6,kedokteran,tidak,5013331,buruh,4,kontrak,pedesaan,tidak,4,ya,64,tidak,tidak,67,13,tidak,laki-laki,21,tidak layak,0
3.66,2,hukum,ya,8748819,wirausaha,6,milik sendiri,perkotaan,ya,2,ya,63,ada,ya,53,0,ya,perempuan,31,tidak layak,0
3.08,5,ekonomi,tidak,2366127,buruh,1,milik sendiri,pedesaan,ya,4,tidak,57,tidak,ya,75,0,ya,laki-laki,49,tidak layak,0
2.89,3,kedokteran,ya,8795865,pedagang,4,menumpang,perkotaan,tidak,4,tidak,97,ada,tidak,50,17,tidak,perempuan,38,tidak layak,0
2.72,2,ekonomi,tidak,4828743,karyawan swasta,2,milik sendiri,3t,tidak,4,tidak,93,ada,ya,77,3,tidak,laki-laki,57,tidak layak,0
3.04,2,manajemen,tidak,1928797,pegawai negeri,1,menumpang,perkotaan,tidak,5,ya,82,ada,tidak,59,0,tidak,perempuan,85,layak,2100984
2.72,2,pendidikan,tidak,4512665,pegawai negeri,4,kontrak,3t,ya,4,tidak,66,tidak,tidak,75,13,tidak,laki-laki,12,tidak layak,0
3.08,1,hukum,tidak,768971,tidak bekerja,2,menumpang,perkotaan,tidak,5,tidak,58,ada,tidak,88,9,tidak,laki-laki,50,tidak layak,0
3.29,3,teknik informatika,tidak,8901981,petani,4,kontrak,perkotaan,tidak,3,ya,72,ada,tidak,69,5,tidak,laki-laki,44,tidak layak,0
3.85,6,pendidikan,tidak,5312790,wirausaha,4,milik sendiri,perkotaan,ya,4,ya,53,tidak,tidak,76,0,tidak,laki-laki,71,layak,4032584
3.0,3,pertanian,ya,2005437,wirausaha,6,milik sendiri,pedesaan,tidak,4,tidak,90,tidak,ya,72,2,tidak,perempuan,68,layak,5139531
3.49,1,pertanian,tidak,7801883,tidak bekerja,3,milik sendiri,perkotaan,tidak,5,tidak,98,tidak,tidak,74,1,tidak,perempuan,83,tidak layak,0
3.11,3,hukum,tidak,7529014,pedagang,6,kontrak,pedesaan,tidak,0,tidak,71,ada,ya,73,15,tidak,laki-laki,93,tidak layak,0
3.47,5,pertanian,tidak,4853234,pedagang,3,menumpang,perkotaan,ya,3,tidak,60,tidak,ya,97,4,tidak,laki-laki,50,tidak layak,0
2.49,8,teknik informatika,tidak,7518002,wirausaha,4,kontrak,perkotaan,tidak,1,tidak,67,ada,tidak,76,17,tidak,perempuan,79,tidak layak,0
3.8,5,pertanian,tidak,1850894,wirausaha,2,menumpang,3t,ya,0,ya,56,tidak,tidak,69,4,tidak,perempuan,34,tidak layak,0
2.92,4,sastra,ya,7534286,wirausaha,4,menumpang,3t,ya,0,ya,90,tidak,tidak,88,11,tidak,perempuan,73,tidak layak,0
2.92,3,teknik informatika,tidak,5137428,tidak bekerja,3,menumpang,perkotaan,tidak,0,tidak,89,tidak,ya,84,17,tidak,laki-laki,59,tidak layak,0
3.54,4,teknik informatika,tidak,7698004,pedagang,3,milik sendiri,pedesaan,ya,2,tidak,82,ada,ya,83,16,tidak,perempuan,68,layak,2194608
3.38,7,ekonomi,tidak,806797,pegawai negeri,1,milik sendiri,perkotaan,ya,1,tidak,73,tidak,ya,92,8,tidak,laki-laki,31,tidak layak,0
2.74,1,manajemen,tidak,1354928,pegawai negeri,5,menumpang,perkotaan,ya,1,tidak,56,tidak,ya,53,6,tidak,laki-laki,13,tidak layak,0
2.3,8,teknik informatika,ya,5130888,petani,1,milik sendiri,pedesaan,tidak,0,ya,98,tidak,ya,87,14,tidak,perempuan,5,tidak layak,0
3.7,2,ekonomi,tidak,3110334,tidak bekerja,3,menumpang,perkotaan,tidak,0,tidak,66,ada,tidak,90,14,tidak,perempuan,46,tidak layak,0
3.8,1,manajemen,ya,7840862,pegawai negeri,2,kontrak,pedesaan,tidak,0,tidak,60,tidak,ya,80,4,tidak,laki-laki,91,tidak layak,0
3.01,4,pertanian,ya,7470962,petani,4,milik sendiri,pedesaan,ya,4,tidak,59,ada,ya,93,19,tidak,perempuan,32,tidak layak,0
2.75,8,pertanian,tidak,9483760,pedagang,4,kontrak,perkotaan,ya,3,tidak,56,ada,ya,68,17,ya,perempuan,100,tidak layak,0
3.34,6,pertanian,tidak,8897018,petani,1,milik sendiri,perkotaan,tidak,2,ya,99,ada,ya,75,5,tidak,laki-laki,50,tidak layak,0
